name,img,price,price_for,room_type,beds,rating,rating_title,number_of_ratings,url
Sen - Rose Ella,https://cf.bstatic.com/xdata/images/hotel/square200/91257426.webp?k=8d6a37f6fec22fa0557a6b8fea55d4016ff43539fe74923bd535e7ef987551a9&o=," 6,895","1 night, 1 adult",Double Room with Mountain View,1 large double bed,9.6,Exceptional,167 reviews,https://www.booking.com/hotel/lk/sen-rose-kithal-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=221708301_103933570_0_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=132&highlighted_blocks=221708301_103933570_0_2_0&hpos=7&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=221708301_103933570_0_2_0__3500&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v129kWJbk_&from=searchresults;highlight_room=#hotelTmpl
seven heaven,https://cf.bstatic.com/xdata/images/hotel/square200/112219696.webp?k=a7f50c522bd0366322f13b05f8676bcb9fe306ae0f3e69c70541eb8e6257d519&o=," 3,901","1 night, 1 adult",Double Room with Mountain View,2 single beds,8.6,Fabulous,329 reviews,https://www.booking.com/hotel/lk/seven-heaven-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=202394504_221113151_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=134&highlighted_blocks=202394504_221113151_1_1_0&hpos=9&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=202394504_221113151_1_1_0__1980&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v11ebgq2bd&from=searchresults;highlight_room=#hotelTmpl
Ella Escapade Hostel by Nomadic,https://cf.bstatic.com/xdata/images/hotel/square200/147916875.webp?k=5917891fcbb5b8a623b66ff3922a1ba68a2bdca06dbfaff3ecec10e488d19b8c&o=," 1,970","1 night, 1 adult",Bunk Bed in Mixed Dormitory Room,1 single bed,9.2,Superb,182 reviews,https://www.booking.com/hotel/lk/ella-escapade-hostel-by-nomadic.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=362479505_118840144_0_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=135&highlighted_blocks=362479505_118840144_0_0_0&hpos=10&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=362479505_118840144_0_0_0__1000&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1v1eQLeuK&from=searchresults;highlight_room=#hotelTmpl
59B Rest Inn Ella,https://cf.bstatic.com/xdata/images/hotel/square200/152067214.webp?k=154e71428d481eba274543096e5bd037cfcea84b629f1516e35e1fc1e6d79043&o=," 4,521","1 night, 1 adult",Twin Room with Private Bathroom,2 single beds,9.6,Exceptional,225 reviews,https://www.booking.com/hotel/lk/59b-rest-inn-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=118183901_86775287_2_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=136&highlighted_blocks=118183901_86775287_2_0_0&hpos=11&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=118183901_86775287_2_0_0__2295&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1tK_zpazJ&from=searchresults;highlight_room=#hotelTmpl
Final Gate Guest Ella,https://cf.bstatic.com/xdata/images/hotel/square200/227903910.webp?k=07fde216c453d4ec33a829f563d600acdc270f660b56ae2fd147c32c834819ff&o=," 3,694","1 night, 1 adult",Double Room with Mountain View,1 large double bed,9.2,Superb,93 reviews,https://www.booking.com/hotel/lk/ella-aura-breeze.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=388601801_138698234_0_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=137&highlighted_blocks=388601801_138698234_0_42_0&hpos=12&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=388601801_138698234_0_42_0__1875&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1imLyg1Pv&from=searchresults;highlight_room=#hotelTmpl
All Joys,https://cf.bstatic.com/xdata/images/hotel/square200/235856059.webp?k=d8861a20e3d8bcdb92cbb3ddf21fffc038cfbe460d31504e5764e1f2122899bf&o=," 3,743","1 night, 1 adult",Double or Twin Room,2 double beds,8.5,Very good,114 reviews,https://www.booking.com/hotel/lk/ella-spendour.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=186501901_238513693_3_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=138&highlighted_blocks=186501901_238513693_3_2_0&hpos=13&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=186501901_238513693_3_2_0__1900&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1Laqrg51U&from=searchresults;highlight_room=#hotelTmpl
Viewfront Ella,https://cf.bstatic.com/xdata/images/hotel/square200/153844930.webp?k=6d56e43a7b921914ca74c615966948e6ff01c557538e0f372e72f79161d4554f&o=," 6,501","1 night, 1 adult",Budget Double Room,1 large double bed,8.8,Fabulous,148 reviews,https://www.booking.com/hotel/lk/viewfront-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=307325502_239179547_2_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=139&highlighted_blocks=307325502_239179547_2_42_0&hpos=14&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=307325502_239179547_2_42_0__3300&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1oLx9Hy7Q&from=searchresults;highlight_room=#hotelTmpl
Ella Panorama Villa,https://cf.bstatic.com/xdata/images/hotel/square200/152396106.webp?k=95427be1b73dfeb1f8cb22b508a1a606f853e8de9fe210ef6e95dddfe69af3bc&o=," 4,925","1 night, 1 adult",Apartment with Mountain View,"4 beds
(1 sofa bed, 3 large doubles)",9.4,Superb,43 reviews,https://www.booking.com/hotel/lk/ella-penorama-villa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=332444812_121017299_4_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=140&highlighted_blocks=332444812_121017299_4_2_0&hpos=15&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=332444812_121017299_4_2_0__2500&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1yGrQ4-7w&from=searchresults;highlight_room=#hotelTmpl
Renuka's Rest,https://cf.bstatic.com/xdata/images/hotel/square200/217316862.webp?k=cff887f94387c46fff216b8b19b97594a48b0d373f86b47902e83614c1a7d2a9&o=," 2,364","1 night, 1 adult",Budget Double Room,1 single bed,9.5,Exceptional,12 reviews,https://www.booking.com/hotel/lk/renuka-39-s-rest.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=283541403_107651327_2_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=141&highlighted_blocks=283541403_107651327_2_2_0&hpos=16&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=283541403_107651327_2_2_0__1200&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1mteqbeg3&from=searchresults;highlight_room=#hotelTmpl
Ella Wood Cabin,https://cf.bstatic.com/xdata/images/hotel/square200/157195232.webp?k=0671bef01a8b2cf36c2523b894b99c10899c48a77a18bd0cd02fc09cd2e06b8a&o=," 6,895","1 night, 1 adult",King Room with Mountain View,1 large double bed,9.4,Superb,121 reviews,https://www.booking.com/hotel/lk/ella-wood-cabin.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=385063901_194334250_2_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=142&highlighted_blocks=385063901_194334250_2_41_0&hpos=17&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=385063901_194334250_2_41_0__3500&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1VR3XQZ3S&from=searchresults;highlight_room=#hotelTmpl
Hill Forest Cottage,https://cf.bstatic.com/xdata/images/hotel/square200/110248183.webp?k=15fecabf7ee37c151c7e72e9e5323a1cb0ed9cd6af926a093176ca36488b76eb&o=," 4,334","1 night, 1 adult",Triple Room with Mountain View,1 large double bed,9.2,Superb,43 reviews,https://www.booking.com/hotel/lk/hill-forest-cottage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=262691202_180114093_2_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=143&highlighted_blocks=262691202_180114093_2_1_0&hpos=18&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=262691202_180114093_2_1_0__2200&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1GE1EtZqo&from=searchresults;highlight_room=#hotelTmpl
Thilini homestay,https://cf.bstatic.com/xdata/images/hotel/square200/230578319.webp?k=1cf02a3371b1694b8fff3b54fed2c6160a22f22dcc4bb5e984a0bdeff1907255&o=," 2,167","1 night, 1 adult",Budget Double Room,1 double bed,8.3,Very good,44 reviews,https://www.booking.com/hotel/lk/thilini-homestay.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=135833701_235464386_0_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=144&highlighted_blocks=135833701_235464386_0_2_0&hpos=19&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=135833701_235464386_0_2_0__1100&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1MxQpQ2GO&from=searchresults;highlight_room=#hotelTmpl
Cool Breeze View,https://cf.bstatic.com/xdata/images/hotel/square200/208240795.webp?k=d2e34b25afedf081999e7e81acf28fac07292daf1904f570a0eaec715e3dc9bd&o=," 1,970","1 night, 1 adult",Double Room with Private Bathroom,1 large double bed,9.3,Superb,54 reviews,https://www.booking.com/hotel/lk/cool-breeze-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=533601101_188761231_1_1_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=145&highlighted_blocks=533601101_188761231_1_1_0&hpos=20&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=533601101_188761231_1_1_0__1000&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1sCyyT3aX&from=searchresults;highlight_room=#hotelTmpl
Ella Happy View,https://cf.bstatic.com/xdata/images/hotel/square200/227747200.webp?k=31f2d7495c5db0945d2af47caaebcfe543863936b89f9fc7597394147528a359&o=," 2,561","1 night, 1 adult",Deluxe Double Room with Balcony,1 large double bed,9.2,Superb,89 reviews,https://www.booking.com/hotel/lk/ella-happy-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=219524601_103159327_0_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=147&highlighted_blocks=219524601_103159327_0_0_0&hpos=22&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=219524601_103159327_0_0_0__1300&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v17ToB0Xio&from=searchresults;highlight_room=#hotelTmpl
Mid Climes,https://cf.bstatic.com/xdata/images/hotel/square200/157121196.webp?k=c7e5dd8976ae8011c4cdbfa5b5f3adec03d4410751f68ba952cc0e3a03a4e530&o=," 3,349","1 night, 1 adult",Budget Double Room,1 double bed,9,Superb,5 reviews,https://www.booking.com/hotel/lk/mid-climes.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=393000902_122640046_1_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=148&highlighted_blocks=393000902_122640046_1_41_0&hpos=23&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=393000902_122640046_1_41_0__1700&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1ZZ9IR9z0&from=searchresults;highlight_room=#hotelTmpl
Nature Walk Ella,https://cf.bstatic.com/xdata/images/hotel/square200/161252130.webp?k=289ce67af7f2d8bacfc5b7e37881e22e690947f976b6036b0f18c7e06ce787ae&o=," 3,940","1 night, 1 adult",Double Room with Private Bathroom,1 double bed,9.6,Exceptional,112 reviews,https://www.booking.com/hotel/lk/nature-walk-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=4df1e7188b1b56da97d081efe977dde6&all_sr_blocks=405823101_179260570_2_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=149&highlighted_blocks=405823101_179260570_2_0_0&hpos=24&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=405823101_179260570_2_0_0__2000&srepoch=1621576332&srpvid=f5752945f6610086&ucfs=1&sig=v1BH7AF4pW&from=searchresults;highlight_room=#hotelTmpl
Hidden Slope Cottage,https://cf.bstatic.com/xdata/images/hotel/square200/195852945.webp?k=0a5674f572ad210101cf0cd36bfc2c7c5593417606d4d9cf6d3fe480889ad750&o=," 2,955","1 night, 1 adult",Apartment with Mountain View,2 extra-large double beds,9.3,Superb,12 reviews,https://www.booking.com/hotel/lk/hidden-slope-cottage.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=476955201_198856624_2_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=151&highlighted_blocks=476955201_198856624_2_0_0&hpos=1&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=476955201_198856624_2_0_0__1500&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Ella Tunnel Corner Inn,https://cf.bstatic.com/xdata/images/hotel/square200/60275037.webp?k=d00e3022b478f7d9050cc2ea91d6f33d37b3c90510a231b29b2d2d89c9f95a07&o=," 1,576","1 night, 1 adult",Deluxe Family Room,2 double beds,8.1,Very good,202 reviews,https://www.booking.com/hotel/lk/ella-tunnel-corner-inn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=134282904_195249587_4_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=152&highlighted_blocks=134282904_195249587_4_42_0&hpos=2&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=134282904_195249587_4_42_0__800&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Eco Salient View,https://cf.bstatic.com/xdata/images/hotel/square200/213157873.webp?k=9dc53e3f2f35d7edcefad84202d924407113dc1392d317cb1f561350ef42066d&o=," 3,152","1 night, 1 adult",Deluxe Queen Room,1 double bed,8.5,Very good,105 reviews,https://www.booking.com/hotel/lk/salient-view.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=145851703_203952657_2_40_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=153&highlighted_blocks=145851703_203952657_2_40_0&hpos=3&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=145851703_203952657_2_40_0__1600&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Green Lushy Home Stay,https://cf.bstatic.com/xdata/images/hotel/square200/218137672.webp?k=75b67fcad32d173717f04455a2446b4764387fc6f46425933c70a151ce1121d6&o=," 4,925","1 night, 1 adult",Double Room with Private Bathroom,1 double bed,8.8,Fabulous,92 reviews,https://www.booking.com/hotel/lk/chamara-homestay-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=268696201_109624371_0_41_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=154&highlighted_blocks=268696201_109624371_0_41_0&hpos=4&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=268696201_109624371_0_41_0__2500&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
New Green View Cottage,https://cf.bstatic.com/xdata/images/hotel/square200/217539973.webp?k=45784a73eae56b10ca3ce37cdc939cfa37350c97f1ea625675de143b76b9902c&o=," 9,850","1 night, 1 adult",Standard Family Room,"2 beds
(1 double, 1 large double)",9.6,Exceptional,41 reviews,https://www.booking.com/hotel/lk/new-green-view-cottage-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=378305601_242178342_2_42_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=155&highlighted_blocks=378305601_242178342_2_42_0&hpos=5&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=378305601_242178342_2_42_0__5000&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Mount Breeze Villa,https://cf.bstatic.com/xdata/images/hotel/square200/103235229.webp?k=d7ba5763e37093ebcccb2c9d8484d8dc204e38b134609178bb73e60cbf42183e&o=," 5,910","1 night, 1 adult",Family Room,2 double beds,9,Superb,125 reviews,https://www.booking.com/hotel/lk/mount-breeze-villa-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=248066011_221112078_2_2_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=157&highlighted_blocks=248066011_221112078_2_2_0&hpos=7&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=248066011_221112078_2_2_0__3000&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
Alone Cage Ella,https://cf.bstatic.com/xdata/images/hotel/square200/235209965.webp?k=cb7c6fad3143a0065cf61111307cfa844426f8a89314c336968aeeb27b07f3d1&o=," 2,837","1 night, 1 adult",Deluxe King Room,1 extra-large double bed,9.9,Exceptional,22 reviews,https://www.booking.com/hotel/lk/alone-cage-ella.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaIUBiAEBmAEJuAEXyAEM2AEB6AEB-AELiAIBqAIDuAL195yFBsACAdICJGQ0ZjJmMjAyLWI0NTUtNGRhMy1iMWM3LTRlYjliMjJjNjRjY9gCBuACAQ&sid=7bcd2d0916cb68cef962c5749fb374db&all_sr_blocks=598354301_235946815_2_0_0&checkin=2021-06-09&checkout=2021-06-10&dest_id=-2216722&dest_type=city&group_adults=1&group_children=0&hapos=158&highlighted_blocks=598354301_235946815_2_0_0&hpos=8&nflt=pri%3D1%3B&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=598354301_235946815_2_0_0__1440&srepoch=1621576333&srpvid=d5b22946068c001d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl
